concept_code	concept_name	relationship_id	snomed_code	precedence
"9080/3"	"Teratoma, malignant, NOS"	"Maps to"	"416062005"	"2"
"8240/6"	"Carcinoid tumor, metastatic from other site "	"Is a"	"81622000"	
"8211/0"	"Tubular adenoma, NOS"	"Maps to"	"443897009"	"2"
"8310/2"	"Clear cell adenocarcinoma in situ"	"Is a"	"30546008"	
"8310/2"	"Clear cell adenocarcinoma in situ"	"Is a"	"127569003"	
"8580/1"	"Thymoma, NOS"	"Maps to"	"443771009"	"2"
"8311/3"	"Hereditary leiomyomatosis and renal cell carcinoma (HLRCC) syndrome-associated renal cell carcinoma"	"Is a"	"41607009"	
"8312/2"	"Renal cell carcinoma in situ (C64.9)"	"Is a"	"41607009"	
"8241/6"	"Enterochromaffin cell carcinoid, metastatic from other site"	"Is a"	"48554007"	
"8242/6"	"Enterochromaffin-like cell tumor, metastatic from other site"	"Is a"	"128656007"	
"8243/6"	"Goblet cell carcinoid, metastatic from other site"	"Is a"	"31396002"	
"8245/6"	"Adenocarcinoid tumor, metastatic from other site"	"Is a"	"86293007"	
"8247/6"	"Merkel cell carcinoma, metastatic from other site (C44._)"	"Is a"	"5052009"	
"8246/6"	"Neuroendocrine carcinoma, metastatic from other site"	"Is a"	"55937004"	
"8312/2"	"Renal cell carcinoma in situ (C64.9)"	"Is a"	"127569003"	
"8342/2"	"Papillary carcinoma, encapsulated, in situ (C73.9)"	"Is a"	"703547006"	
"8343/3"	"Papillary carcinoma, encapsulated"	"Maps to"	"703547006"	
"8860/3"	"Angiomyoliposarcoma (C49._)"	"Maps to"	"110457005"	
"8585/3"	"Thymoma, type B3, malignant"	"Maps to"	"128716004"	
"9945/3"	"Chronic myelomonocytic leukemia, NOS"	"Maps to"	"128831004"	
"9946/3"	"Juvenile myelomonocytic leukemia"	"Maps to"	"128832006"	
"8316/1"	"Multilocular cystic renal neoplasm of low malignant potential "	"Maps to"	"734036003"	
"8316/2"	"Cyst-associated renal cell carcinoma in situ (C64.9)"	"Is a"	"128666004"	
"8316/2"	"Cyst-associated renal cell carcinoma in situ (C64.9)"	"Is a"	"127569003"	
"8316/3"	"Cyst-associated renal cell carcinoma"	"Maps to"	"128666004"	
"9757/3"	"Interdigitating dendritic cell sarcoma"	"Maps to"	"128815007"	
"8830/0"	"Benign fibrous histiocytoma"	"Maps to"	"25889007"	
"8896/3"	"Myxoid leiomyosarcoma"	"Maps to"	"16090008"	
"8333/3"	"Fetal adenocarcinoma"	"Maps to"	"128893004"	
"9070/3"	"Embryonal carcinoma, NOS"	"Maps to"	"28047004"	
"8311/1"	"Hypernephroid tumor"	"Maps to"	"30713000"	
"8090/3"	"Basal cell carcinoma, NOS"	"Maps to"	"1338007"	
"8092/3"	"Infiltrating basal cell carcinoma, NOS"	"Maps to"	"56665009"	
"8120/3"	"Transitional cell carcinoma, NOS"	"Maps to"	"27090000"	
"8323/2"	"Mixed cell adenocarcinoma in situ"	"Is a"	"38958001"	
"8323/2"	"Mixed cell adenocarcinoma in situ"	"Is a"	"127569003"	
"9505/1"	"Ganglioglioma, NOS"	"Maps to"	"89880005"	
"8967/0"	"Ossifying renal tumor"	"Maps to"	"128762007"	
"8780/3"	"Blue nevus, malignant"	"Maps to"	"67159000"	
"8325/3"	"Metanephric adenocarcinoma (C64._)"	"Is a"	"35917007"	
"8462/1"	"Serous papillary cystic tumor of borderline malignancy"	"Maps to"	"128851000"	
"8506/0"	"Adenoma of nipple"	"Maps to"	"65787003"	
"8330/2"	"Follicular adenocarcinoma in situ "	"Is a"	"5257006"	
"8330/2"	"Follicular adenocarcinoma in situ "	"Is a"	"127569003"	
"8507/2"	"Intraductal micropapillary carcinoma"	"Maps to"	"128696009"	
"9514/1"	"Retinoblastoma, spontaneously regressed"	"Maps to"	"128794002"	
"9540/0"	"Neurofibroma, NOS"	"Maps to"	"89084002"	
"9400/3"	"Astrocytoma, NOS"	"Maps to"	"38713004"	
"8850/3"	"Liposarcoma, NOS"	"Maps to"	"49430005"	
"8982/3"	"Malignant myoepithelioma"	"Maps to"	"128884000"	
"8335/1"	"Follicular tumor of uncertain malignant potential"	"Maps to"	"128671006"	
"8335/2"	"Macrofollicular carcinoma in situ (C73.9)"	"Is a"	"421414006"	
"8335/2"	"Macrofollicular carcinoma in situ (C73.9)"	"Is a"	"127569003"	
"8335/3"	"Follicular carcinoma, minimally invasive"	"Maps to"	"128671006"	
"9741/3"	"Malignant mastocytosis"	"Maps to"	"50150000"	
"8336/1"	"Hyalinizing trabecular tumor"	"Maps to"	"722214003"	
"9530/1"	"Meningiomatosis, NOS"	"Maps to"	"40935003"	
"8339/3"	"Follicular carcinoma, encapsulated, angioinvasive"	"Is a"	"128671006"	
"8340/2"	"Papillary carcinoma follicular variant, in situ follicular variant (C73.9)"	"Is a"	"21968007"	
"8340/2"	"Papillary carcinoma follicular variant, in situ follicular variant (C73.9)"	"Is a"	"127569003"	
"8340/3"	"Papillary carcinoma, follicular variant"	"Maps to"	"21968007"	
"8341/2"	"Papillary microcarcinoma in situ (C73.9) "	"Is a"	"128674003"	
"8341/2"	"Papillary microcarcinoma in situ (C73.9) "	"Is a"	"127569003"	
"9530/3"	"Meningioma, malignant"	"Maps to"	"78303004"	
"9302/3"	"Ghost cell odontogenic carcinoma"	"Maps to"	"110458000"	
"8342/2"	"Papillary carcinoma, encapsulated, in situ (C73.9)"	"Is a"	"127569003"	
"8770/3"	"Mixed epithelioid and spindle cell melanoma"	"Maps to"	"50813003"	
"8343/2"	"Papillary carcinoma, metastatic site"	"Is a"	"25910003"	
"8343/2"	"Papillary carcinoma, metastatic site"	"Is a"	"127569003"	
"8771/0"	"Epithelioid cell nevus"	"Maps to"	"11099005"	
"8771/3"	"Epithelioid cell melanoma"	"Maps to"	"37138001"	
"8983/3"	"Adenomyoepithelioma, malignant (C50._)"	"Maps to"	"703644009"	
"8983/0"	"Adenomyoepithelioma"	"Maps to"	"128765009"	
"9708/3"	"Subcutaneous panniculitis-like T-cell lymphoma"	"Maps to"	"103682005"	
"8348/1"	"Well differentiated tumor of uncertain malignant potential"	"Is a"	"86251006"	
"8349/1"	"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP)"	"Is a"	"363640004"	
"8711/3"	"Glomus tumor, malignant"	"Maps to"	"128908003"	
"8171/3"	"Hepatocellular carcinoma, fibrolamellar"	"Maps to"	"15619004"	
"9512/3"	"Retinoblastoma, undifferentiated"	"Maps to"	"12354007"	
"9050/0"	"Mesothelioma, benign"	"Maps to"	"41183007"	
"8370/2"	"Adrenal cortical carcinoma in situ (C74.0)"	"Is a"	"2227007"	
"8370/2"	"Adrenal cortical carcinoma in situ (C74.0)"	"Is a"	"127569003"	
"9382/3"	"Mixed glioma"	"Maps to"	"22217002"	
"8310/3"	"Clear cell adenocarcinoma, NOS"	"Maps to"	"30546008"	
"9769/1"	"Immunoglobulin deposition disease"	"Maps to"	"128817004"	
"8530/3"	"Inflammatory carcinoma"	"Maps to"	"32968003"	
"8832/3"	"Dermatofibrosarcoma, NOS"	"Maps to"	"76594008"	
"9493/0"	"Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)"	"Maps to"	"128791005"	
"8272/0"	"Pituitary adenoma, NOS"	"Maps to"	"399908004"	"2"
"8381/2"	"Endometrioid adenofibroma in situ "	"Is a"	"20829008"	
"8381/2"	"Endometrioid adenofibroma in situ "	"Is a"	"127569003"	
"8382/2"	"Endometrioid adenocarcinoma in situ, secretory variant (C56.9 [F], C61.9 [M]) "	"Is a"	"128680006"	
"8382/2"	"Endometrioid adenocarcinoma in situ, secretory variant (C56.9 [F], C61.9 [M]) "	"Is a"	"127569003"	
"9751/3"	"Langerhans cell histiocytosis, NOS"	"Maps to"	"409707002"	"2"
"9220/3"	"Chondrosarcoma, NOS"	"Maps to"	"443489009"	"2"
"8720/3"	"Malignant melanoma, NOS"	"Maps to"	"372156000"	"2"
"9590/3"	"Malignant lymphoma, NOS"	"Maps to"	"115244002"	"2"
"8800/3"	"Sarcoma, NOS"	"Maps to"	"372151005"	"2"
"9570/0"	"Neuroma, NOS"	"Maps to"	"443818003"	"2"
"9709/3"	"Cutaneous T-cell lymphoma, NOS"	"Maps to"	"419283005"	"2"
"8140/0"	"Adenoma, NOS"	"Maps to"	"399908004"	"2"
"8010/0"	"Epithelial tumor, benign"	"Maps to"	"400207007"	"2"
"8900/0"	"Rhabdomyoma, NOS"	"Maps to"	"399975000"	"2"
"8384/2"	"Adenocarcinoma, endocervical type, in situ (C53._)"	"Is a"	"128682003"	
"8384/2"	"Adenocarcinoma, endocervical type, in situ (C53._)"	"Is a"	"127569003"	
"8462/2"	"Serous papillary cystadenocarcinoma in situ "	"Is a"	"90725004"	
"8462/3"	"Papillary serous cystadenocarcinoma "	"Maps to"	"90725004"	
"8390/2"	"Skin appendage carcinoma in situ (C44._)"	"Is a"	"64000002"	
"8390/2"	"Skin appendage carcinoma in situ (C44._)"	"Is a"	"127569003"	
"8070/2"	"Squamous cell carcinoma in situ, NOS"	"Maps to"	"59529006"	"1"
"9742/3"	"Mast cell leukemia"	"Maps to"	"128924002"	
"9170/3"	"Lymphangiosarcoma"	"Maps to"	"63373002"	
"9186/3"	"Central osteosarcoma"	"Maps to"	"128770002"	
"8935/3"	"Stromal sarcoma, NOS"	"Maps to"	"128753005"	
"8400/2"	"Sweat gland adenocarcinoma in situ "	"Is a"	"32272007"	
"8400/2"	"Sweat gland adenocarcinoma in situ "	"Is a"	"127569003"	
"8581/3"	"Thymoma, type A, malignant"	"Maps to"	"128708008"	
"9511/3"	"Retinoblastoma, differentiated"	"Maps to"	"26019009"	
"8401/2"	"Apocrine adenocarcinoma in situ (C44._)"	"Is a"	"57141000"	
"8401/2"	"Apocrine adenocarcinoma in situ (C44._)"	"Is a"	"127569003"	
"9341/1"	"Clear cell odontogenic tumor"	"Maps to"	"128779001"	
"8586/3"	"Thymic carcinoma, NOS"	"Maps to"	"128717008"	
"8402/2"	"Nodular hidradenoma, in situ (C44._)"	"Is a"	"400104009"	
"8402/2"	"Nodular hidradenoma, in situ (C44._)"	"Is a"	"127569003"	
"8631/1"	"Sertoli-Leydig cell tumor of intermediate differentiation"	"Maps to"	"128905000"	
"8631/3"	"Sertoli-Leydig cell tumor, poorly differentiated"	"Maps to"	"128906004"	
"8632/1"	"Gynandroblastoma"	"Maps to"	"26735007"	
"8161/3"	"Bile duct cystadenocarcinoma"	"Maps to"	"50422007"	
"8740/3"	"Malignant melanoma in junctional nevus"	"Maps to"	"915007"	
"8406/0"	"Papillary syringadenoma"	"Maps to"	"8934006"	
"8406/3"	"Papillary syringadenocarcinoma (C44._)"	"Is a"	"8934006"	
"8323/1"	"Clear cell papillary renal cell carcinoma"	"Maps to"	"399417005"	
"8323/3"	"Mixed cell adenocarcinoma"	"Maps to"	"38958001"	
"8033/3"	"Pseudosarcomatous carcinoma"	"Maps to"	"23109009"	
"8851/1"	"Lipofibromatosis"	"Maps to"	"703633001"	
"9250/3"	"Giant cell tumor of bone, malignant"	"Maps to"	"10069009"	
"9251/3"	"Malignant giant cell tumor of soft parts"	"Maps to"	"48460009"	
"8409/2"	"Eccrine poroma, in situ (C44._)"	"Is a"	"128915006"	
"8409/2"	"Eccrine poroma, in situ (C44._)"	"Is a"	"127569003"	
"9290/0"	"Ameloblastic fibro-odontoma"	"Maps to"	"84983008"	
"8410/0"	"Sebaceous adenoma"	"Maps to"	"78424008"	
"8410/2"	"Sebaceous adenocarcinoma in situ (C44._)"	"Is a"	"54734006"	
"8410/2"	"Sebaceous adenocarcinoma in situ (C44._)"	"Is a"	"127569003"	
"8410/3"	"Sebaceous adenocarcinoma"	"Maps to"	"54734006"	
"8950/3"	"Mullerian mixed tumor"	"Maps to"	"84427001"	
"9123/0"	"Racemose hemangioma"	"Maps to"	"11071001"	
"8930/0"	"Endometrial stromal nodule"	"Maps to"	"70971005"	
"9261/3"	"Adamantinoma of long bones"	"Maps to"	"56763007"	
"8430/2"	"Mucoepidermoid carcinoma in situ"	"Is a"	"4079000"	
"8430/2"	"Mucoepidermoid carcinoma in situ"	"Is a"	"127569003"	
"9262/0"	"Ossifying fibroma"	"Maps to"	"25603007"	
"8500/3"	"Infiltrating duct carcinoma, NOS"	"Maps to"	"82711006"	
"8440/2"	"Cystadenocarcinoma, in situ"	"Is a"	"21008007"	
"8440/2"	"Cystadenocarcinoma, in situ"	"Is a"	"127569003"	
"8861/0"	"Angiolipoma, NOS"	"Maps to"	"73219006"	
"8509/3"	"Solid papillary carcinoma with invasion"	"Maps to"	"703594003"	
"8441/1"	"Serous cystadenoma, borderline malignant"	"Is a"	"51608009"	
"8091/3"	"Multifocal superficial basal cell carcinoma"	"Maps to"	"61098004"	
"8093/3"	"Basal cell carcinoma, fibroepithelial"	"Maps to"	"43369006"	
"8094/3"	"Basosquamous carcinoma"	"Maps to"	"37304002"	
"9110/1"	"Mesonephric tumor, NOS"	"Maps to"	"817967001"	
"8442/2"	"Serous cystadenoma, in situ "	"Is a"	"51608009"	
"8442/2"	"Serous cystadenoma, in situ "	"Is a"	"127569003"	
"8442/3"	"Serous cystadenoma, malignant "	"Is a"	"128849004"	
"8460/2"	"Papillary serous cystadenocarcinoma in situ, NOS (C56.9)"	"Maps to"	"703559005"	
"8443/3"	"Clear cell cystadenocarcinoma (C56.9)"	"Is a"	"30546008"	
"8242/1"	"Enterochromaffin-like cell carcinoid, NOS"	"Maps to"	"128656007"	
"8444/3"	"Clear cell cystic tumor, malignant "	"Is a"	"128688004"	
"9273/0"	"Cementoblastoma, benign"	"Maps to"	"23255001"	
"8450/2"	"Papillary cystadenocarcinoma in situ, NOS (C56.9)"	"Is a"	"2735009"	
"8450/2"	"Papillary cystadenocarcinoma in situ, NOS (C56.9)"	"Is a"	"127569003"	
"9274/0"	"Cementifying fibroma"	"Maps to"	"80699009"	
"8730/0"	"Nonpigmented nevus"	"Maps to"	"112680001"	
"8451/3"	"Papillary cystadenoma,malignant"	"Is a"	"32140001"	
"8824/0"	"Myofibroma"	"Maps to"	"128917003"	
"9090/0"	"Struma ovarii, NOS"	"Maps to"	"24327009"	
"9090/3"	"Struma ovarii, malignant"	"Maps to"	"18854008"	
"8453/1"	"Intraductal papillary-mucinous tumor with moderate dysplasia"	"Maps to"	"128689007"	
"9364/3"	"Peripheral neuroectodermal tumor"	"Maps to"	"703707001"	
"8772/0"	"Spindle cell nevus, NOS"	"Maps to"	"810003"	
"8813/0"	"Fascial fibroma"	"Maps to"	"703610002"	
"9080/1"	"Teratoma, NOS"	"Maps to"	"417197004"	"2"
"8890/0"	"Leiomyoma, NOS"	"Maps to"	"400169002"	"2"
"8461/2"	"Serous surface papilloma, in situ (C56.9)"	"Is a"	"67073007"	
"8461/2"	"Serous surface papilloma, in situ (C56.9)"	"Is a"	"127569003"	
"8890/3"	"Leiomyosarcoma, NOS"	"Maps to"	"400011005"	"2"
"9732/3"	"Multiple myeloma"	"Maps to"	"415109007"	"2"
"8462/2"	"Serous papillary cystadenocarcinoma in situ "	"Is a"	"127569003"	
"9391/3"	"Ependymoma, NOS"	"Maps to"	"443354006"	"2"
"8463/3"	"Serous surface papillary carcinoma "	"Is a"	"128694007"	
"9450/3"	"Oligodendroglioma, NOS"	"Maps to"	"443565000"	"2"
"9680/3"	"Malignant lymphoma, large B-cell, diffuse, NOS"	"Maps to"	"413990004"	"2"
"9061/3"	"Seminoma, NOS"	"Maps to"	"443677002"	"2"
"9470/3"	"Medulloblastoma, NOS"	"Maps to"	"443334005"	"2"
"8500/2"	"Intraductal carcinoma, noninfiltrating, NOS"	"Maps to"	"399935008"	"2"
"8890/1"	"Leiomyomatosis, NOS"	"Maps to"	"399950004"	"2"
"8470/0"	"Mucinous cystadenoma, NOS"	"Maps to"	"67182003"	
"8470/1"	"Mucinous cystic tumor with moderate dysplasia"	"Maps to "	"67182003"	
"8470/2"	"Mucinous cystadenocarcinoma, non-invasive"	"Maps to"	"128900005"	
"8470/3"	"Mucinous cystadenocarcinoma, NOS"	"Maps to"	"79143006"	
"8000/1"	"Neoplasm, uncertain whether benign or malignant"	"Maps to"	"86251006"	
"8471/2"	"Papillary mucinous cystadenoca situ, NOS (C56.9)"	"Is a"	"68880006"	
"8471/2"	"Papillary mucinous cystadenoca situ, NOS (C56.9)"	"Is a"	"127569003"	
"9510/0"	"Retinocytoma"	"Maps to"	"128913004"	
"9311/0"	"Odontoameloblastoma"	"Maps to"	"49043004"	
"8472/2"	"Mucinous cystic adenocarcinoma in situ "	"Is a"	"128852007"	
"8472/2"	"Mucinous cystic adenocarcinoma in situ "	"Is a"	"127569003"	
"8472/3"	"Mucinous cystadenocarcinoma"	"Maps to"	"79143006"	
"9808/3"	"Mixed phenotype acute leukemia, B/myeloid, NOS"	"Maps to"	"450916006"	
"8473/2"	"Papillary mucinous cystadenoma, in situ "	"Is a"	"36721002"	
"8473/2"	"Papillary mucinous cystadenoma, in situ "	"Is a"	"127569003"	
"8473/3"	"Papillary pseudomucinous cystadenocarcinoma "	"Maps to"	"68880006"	
"9809/3"	"Mixed phenotype acute leukemia, T/myeloid, NOS"	"Maps to"	"450917002"	
"9050/3"	"Mesothelioma, malignant"	"Maps to"	"62064005"	
"9040/3"	"Synovial sarcoma, NOS"	"Maps to"	"425535000"	
"9041/3"	"Synovial sarcoma, spindle cell"	"Maps to"	"37206003"	
"8743/3"	"Superficial spreading melanoma"	"Maps to"	"55320002"	
"8480/2"	"Mucinous adenocarcinoma in situ"	"Maps to"	"733882000"	
"8480/3"	"Mucinous adenocarcinoma"	"Maps to"	"72495009"	
"9200/1"	"Aggressive osteoblastoma"	"Maps to"	"70511009"	
"8481/2"	"Mucin-producing adenocarcinoma in situ"	"Is a"	"900006"	
"8481/2"	"Mucin-producing adenocarcinoma in situ"	"Is a"	"127569003"	
"8402/3"	"Nodular hidradenoma, malignant"	"Maps to"	"128894005"	
"9490/3"	"Ganglioneuroblastoma"	"Maps to"	"69515008"	
"8490/0"	"Signet ring cell tumor, benign"	"Is a"	"3898006"	
"8490/2"	"Signet ring cell carcinoma in situ"	"Is a"	"87737001"	
"8490/2"	"Signet ring cell carcinoma in situ"	"Is a"	"127569003"	
"8490/3"	"Signet ring cell carcinoma"	"Maps to"	"87737001"	
"8905/0"	"Genital rhabdomyoma"	"Maps to"	"128748000"	
"8842/3"	"Ossifying fibromyxoid tumor, malignant"	"Maps to"	"703631004"	
"8912/3"	"Spindle cell rhabdomyosarcoma"	"Maps to"	"128749008"	
"9833/3"	"Prolymphocytic leukemia, B-cell type"	"Maps to"	"128820007"	
"9065/3"	"Germ cell tumor, nonseminomatous"	"Maps to"	"128766005"	
"8502/2"	"Secretory carcinoma of breast, in situ (C50._)"	"Is a"	"41919003"	
"8502/2"	"Secretory carcinoma of breast, in situ (C50._)"	"Is a"	"127569003"	
"9505/3"	"Ganglioglioma, anaplastic"	"Maps to"	"128912009"	
"8503/0"	"Intraductal papilloma"	"Maps to"	"5244003"	
"8503/2"	"Noninfiltrating intraductal papillary adenocarcinoma"	"Maps to"	"30566004"	
"8503/3"	"Intraductal papillary adenocarcinoma with invasion"	"Maps to"	"64524002"	
"8333/0"	"Microfollicular adenoma, NOS"	"Maps to"	"30301008"	
"9340/0"	"Calcifying epithelial odontogenic tumor"	"Maps to"	"83048004"	
"8823/1"	"Desmoplastic fibroma (C49._)"	"Maps to"	"6842002"	
"8582/1"	"Thymoma, type AB, NOS"	"Maps to"	"128709000"	
"8940/0"	"Pleomorphic adenoma"	"Maps to"	"8360001"	
"8941/3"	"Carcinoma in pleomorphic adenoma"	"Maps to"	"17264009"	
"8714/3"	"Perivascular epithelioid tumor, malignant"	"Maps to"	"703605001"	
"9716/3"	"Hepatosplenic T-cell lymphoma"	"Maps to"	"103685007"	
"9815/3"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"	"Maps to"	"450953000"	
"9816/3"	"B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL)"	"Maps to"	"450954006"	
"9960/3"	"Myeloproliferative neoplasm, NOS"	"Maps to"	"128842008"	
"8510/2"	"Medullary carcinoma in situ, NOS (C73.9)"	"Is a"	"32913002"	
"8510/2"	"Medullary carcinoma in situ, NOS (C73.9)"	"Is a"	"127569003"	
"9835/3"	"Precursor cell lymphoblastic leukemia, NOS"	"Maps to"	"413440007"	
"8511/3"	"Medullary carcinoma with amyloid stroma (ICD-O-2)"	"Maps to"	"128916007"	
"8512/2"	"Medullary carcinoma in situ with lymphoid stroma (C50._)"	"Is a"	"85654004"	
"8512/2"	"Medullary carcinoma in situ with lymphoid stroma (C50._)"	"Is a"	"127569003"	
"9195/3"	"Intracortical osteosarcoma"	"Maps to"	"128774006"	
"9663/3"	"Hodgkin lymphoma, nodular sclerosis, NOS"	"Maps to"	"52248008"	
"8020/3"	"Carcinoma, undifferentiated, NOS"	"Maps to"	"38549000"	
"8727/0"	"Dysplastic nevus"	"Maps to"	"61814002"	
"9961/3"	"Primary myelofibrosis"	"Maps to"	"128843003"	
"9963/3"	"Chronic neutrophilic leukemia"	"Maps to"	"128834007"	
"8521/2"	"Ductular carcinoma in situ (C50._)"	"Maps to"	"399935008"	
"9965/3"	"Myeloid and lymphoid neoplasms with PDGFRA rearrangement"	"Maps to"	"450940003"	
"9753/1"	"Langerhans cell histiocytosis, multifocal"	"Maps to"	"128811003"	
"8522/3"	"Infiltrating duct and lobular carcinoma"	"Maps to"	"35232005"	
"8523/2"	"Intraductal with other types of carcinoma in situ (C50._)"	"Is a"	"399935008"	
"8252/3"	"Bronchiolo-alveolar carcinoma, non- mucinous"	"Maps to"	"128659000"	
"8524/2"	"Infiltrating lobular mixed with other types of carcinoma, in situ (C50._)"	"Is a"	"128701002"	
"8524/2"	"Infiltrating lobular mixed with other types of carcinoma, in situ (C50._)"	"Is a"	"127569003"	
"9380/3"	"Glioma, malignant"	"Maps to"	"416500007"	"2"
"8370/0"	"Adrenal cortical adenoma, NOS"	"Maps to"	"18365006"	
"9451/3"	"Oligodendroglioma, anaplastic"	"Maps to"	"3102004"	
"8540/2"	"Paget disease, mammary in situ (C50._)"	"Is a"	"2985005"	
"8540/2"	"Paget disease, mammary in situ (C50._)"	"Is a"	"127569003"	
"8832/0"	"Dermatofibroma, NOS"	"Maps to"	"72079004"	
"8542/2"	"Paget disease (in situ), extramammary (except Paget disease of bone) (C50._)"	"Is a"	"71447003"	
"8542/2"	"Paget disease (in situ), extramammary (except Paget disease of bone) (C50._)"	"Is a"	"127569003"	
"8543/2"	"Paget disease in situ and intraductal carcinoma (C50._)"	"Is a"	"54666007"	
"8543/2"	"Paget disease in situ and intraductal carcinoma (C50._)"	"Is a"	"127569003"	
"8550/1"	"Acinar cell tumor"	"Maps to"	"818947007"	
"8897/1"	"Smooth muscle tumor of uncertain malignant potential"	"Maps to"	"75109009"	
"8852/0"	"Fibromyxolipoma"	"Maps to"	"58243007"	
"8550/2"	"Acinar cell carcinoma in situ"	"Is a"	"45410002"	
"8550/2"	"Acinar cell carcinoma in situ"	"Is a"	"127569003"	
"9301/0"	"Calcifying odontogenic cyst"	"Maps to"	"75248003"	
"8551/3"	"Acinar cell cystadenocarcinoma"	"Maps to"	"128703004"	
"8600/0"	"Thecoma, NOS"	"Maps to"	"52490000"	
"9752/1"	"Langerhans cell histiocytosis, unifocal"	"Maps to"	"128810002"	
"8560/2"	"Squamous cell carcinoma in situ and glandular papilloma"	"Is a"	"107692003"	
"8560/2"	"Squamous cell carcinoma in situ and glandular papilloma"	"Is a"	"127569003"	
"8746/3"	"Mucosal lentiginous melanoma"	"Maps to"	"128732001"	
"9230/1"	"Chondroblastoma, NOS"	"Maps to"	"9001003"	
"8561/3"	"Warthin tumor, malignant (C07._, C08._)"	"Is a"	"20776008"	
"8562/2"	"Epithelial-myoepithelial carcinoma in situ"	"Is a"	"9618003"	
"8562/2"	"Epithelial-myoepithelial carcinoma in situ"	"Is a"	"127569003"	
"8253/3"	"Bronchiolo-alveolar carcinoma, mucinous"	"Maps to"	"128660005"	
"8563/0"	"Lymphadenoma"	"Is a"	"399908004"	
"8570/2"	"Adenocarcinoma in situ with squamous metaplasia"	"Is a"	"15176003"	
"8570/2"	"Adenocarcinoma in situ with squamous metaplasia"	"Is a"	"127569003"	
"8342/3"	"Papillary carcinoma, oxyphilic cell"	"Maps to"	"128675002"	
"8571/2"	"Adenocarcinoma in situ, cartilaginous and osseous metaplasia"	"Is a"	"56484001"	
"8571/2"	"Adenocarcinoma in situ, cartilaginous and osseous metaplasia"	"Is a"	"127569003"	
"9500/3"	"Neuroblastoma, NOS"	"Maps to"	"87364003"	
"8572/0"	"Adenoma with spindle cell metaplasia"	"Is a"	"32048006"	
"8572/3"	"Adenocarcinoma with spindle cell metaplasia"	"Maps to"	"68358000"	
"8573/2"	"Adenocarcinoma in situ with apocrine metaplasia"	"Is a"	"22694002"	
"8573/2"	"Adenocarcinoma in situ with apocrine metaplasia"	"Is a"	"127569003"	
"8152/1"	"Glucagonoma, NOS"	"Maps to"	"128855009"	
"8574/2"	"Adenocarcinoma in situ with neuroendocrine differentiation"	"Is a"	"128704005"	
"8574/2"	"Adenocarcinoma in situ with neuroendocrine differentiation"	"Is a"	"127569003"	
"8690/1"	"Glomus jugulare tumor, NOS"	"Maps to"	"32037004"	
"8095/3"	"Metatypical carcinoma"	"Maps to"	"6641007"	
"9807/3"	"Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged"	"Maps to"	"450915005"	
"9365/3"	"Askin tumor"	"Maps to"	"128783001"	
"9818/3"	"B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)"	"Maps to"	"450956008"	
"8580/2"	"Thymoma, in situ, NOS "	"Is a"	"128856005"	
"8580/2"	"Thymoma, in situ, NOS "	"Is a"	"127569003"	
"8580/3"	"Thymoma, malignant, NOS"	"Maps to"	"15949004"	
"8834/1"	"Giant cell fibroblastoma"	"Maps to"	"128742004"	
"9535/0"	"Hemangioblastic meningioma"	"Maps to"	"35701008"	
"8060/0"	"Squamous papillomatosis"	"Maps to"	"82049002"	
"9000/1"	"Brenner tumor, borderline malignancy"	"Maps to"	"89996007"	
"9801/3"	"Acute leukemia, NOS"	"Maps to"	"128932005"	
"9142/0"	"Verrucous keratotic hemangioma"	"Maps to"	"20985003"	
"8325/0"	"Metanephric adenoma"	"Maps to"	"128670007"	
"8893/0"	"Bizarre leiomyoma"	"Maps to"	"48897006"	
"8960/1"	"Mesoblastic nephroma"	"Maps to"	"11793003"	
"8960/3"	"Nephroblastoma, NOS"	"Maps to"	"25081006"	
"8970/3"	"Hepatoblastoma"	"Maps to"	"45024009"	
"8552/3"	"Mixed acinar-ductal carcinoma"	"Maps to"	"450897002"	
"8560/0"	"Mixed squamous cell and glandular papilloma"	"Maps to"	"107692003"	
"8005/3"	"Malignant tumor, clear cell type"	"Maps to"	"128627007"	
"8110/3"	"Pilomatrix carcinoma"	"Maps to"	"24762001"	
"8120/1"	"Urothelial papilloma, NOS"	"Maps to"	"45083001"	
"8590/3"	"Sex cord-gonadal stromal tumor, malignant, NOS "	"Is a"	"71440001"	
"9421/1"	"Pilocytic astrocytoma"	"Maps to"	"128854008"	
"8780/0"	"Blue nevus, NOS"	"Maps to"	"63166000"	
"9705/3"	"Angioimmunoblastic T-cell lymphoma"	"Maps to"	"835009"	
"8593/3"	"Malignant stromal tumor, with sex cord elements "	"Is a"	"128723003"	
"8680/0"	"Paraganglioma, benign"	"Maps to"	"107694002"	
"8981/3"	"Carcinosarcoma, embryonal"	"Maps to"	"112685006"	
"8510/3"	"Medullary carcinoma, NOS"	"Maps to"	"32913002"	
"9242/3"	"Clear cell chondrosarcoma"	"Maps to"	"128775007"	
