"concept_code_1","vocabulary_id_1","concept_name_1","concept_class_id_1","relationship_id","concept_code_2","vocabulary_id_2","concept_name_2","concept_class_id_2","valid_start_date","valid_end_date","mapping_note"
"3838@X6","NAACCR","Primary pattern unknown, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3838@X7","NAACCR","No needle core biopsy/TURP performed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3838@X8","NAACCR","Not applicable: Information not collected for this case|(If this information is required by your standard setter, use of code X8 may result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3838@X9","NAACCR","Not documented in medical record|Gleason Patterns Clinical not assessed or unknown if assessed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@11","NAACCR","Primary pattern 1, secondary pattern 1","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@12","NAACCR","Primary pattern 1, secondary pattern 2","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@13","NAACCR","Primary pattern 1, secondary pattern 3","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@14","NAACCR","Primary pattern 1, secondary pattern 4","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@15","NAACCR","Primary pattern 1, secondary pattern 5","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@19","NAACCR","Primary pattern 1, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@21","NAACCR","Primary pattern 2, secondary pattern 1","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@22","NAACCR","Primary pattern 2, secondary pattern 2","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@23","NAACCR","Primary pattern 2, secondary pattern 3","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@24","NAACCR","Primary pattern 2, secondary pattern 4","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@25","NAACCR","Primary pattern 2, secondary pattern 5","NAACCR Value","maps to","p-Gleason-Score-7","Cancer Modifier","Pathological Gleason Score 7","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@29","NAACCR","Primary pattern 2, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@31","NAACCR","Primary pattern 3, secondary pattern 1","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@32","NAACCR","Primary pattern 3, secondary pattern 2","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@33","NAACCR","Primary pattern 3, secondary pattern 3","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@34","NAACCR","Primary pattern 3, secondary pattern 4","NAACCR Value","maps to","p-Gleason-Score-3+4","Cancer Modifier","Pathological Gleason Score 3+4","Staging/Grading","2022-08-28","2099-12-31",""
"3839@35","NAACCR","Primary pattern 3, secondary pattern 5","NAACCR Value","maps to","p-Gleason-Score-8","Cancer Modifier","Pathological Gleason Score 8","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@39","NAACCR","Primary pattern 3, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@41","NAACCR","Primary pattern 4, secondary pattern 1","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@42","NAACCR","Primary pattern 4, secondary pattern 2","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@43","NAACCR","Primary pattern 4, secondary pattern 3","NAACCR Value","maps to","p-Gleason-Score-4+3","Cancer Modifier","Pathological Gleason Score 4+3","Staging/Grading","2022-08-28","2099-12-31",""
"3839@44","NAACCR","Primary pattern 4, secondary pattern 4","NAACCR Value","maps to","p-Gleason-Score-8","Cancer Modifier","Pathological Gleason Score 8","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@45","NAACCR","Primary pattern 4, secondary pattern 5","NAACCR Value","maps to","p-Gleason-Score-9","Cancer Modifier","Pathological Gleason Score 9","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@49","NAACCR","Primary pattern 4, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@51","NAACCR","Primary pattern 5, secondary pattern 1","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@52","NAACCR","Primary pattern 5, secondary pattern 2","NAACCR Value","maps to","p-Gleason-Score-7","Cancer Modifier","Pathological Gleason Score 7","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@53","NAACCR","Primary pattern 5, secondary pattern 3","NAACCR Value","maps to","p-Gleason-Score-8","Cancer Modifier","Pathological Gleason Score 8","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@54","NAACCR","Primary pattern 5, secondary pattern 4","NAACCR Value","maps to","p-Gleason-Score-9","Cancer Modifier","Pathological Gleason Score 9","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@55","NAACCR","Primary pattern 5, secondary pattern 5","NAACCR Value","maps to","p-Gleason-Score-10","Cancer Modifier","Pathological Gleason Score 10","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3839@59","NAACCR","Primary pattern 5, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@X6","NAACCR","Primary pattern unknown, secondary pattern unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@X7","NAACCR","No prostatectomy/autopsy performed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@X8","NAACCR","Not applicable: Information not collected for this case|(If this information is required by your standard setter, use of code X8 may result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3839@X9","NAACCR","Not documented in medical record|Gleason Patterns Pathological not assessed or unknown if assessed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3840@02","NAACCR","Gleason score 2","NAACCR Value","maps to","c-Gleason-Score-<=6","Cancer Modifier","Clinical Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3840@03","NAACCR","Gleason score 3","NAACCR Value","maps to","c-Gleason-Score-<=6","Cancer Modifier","Clinical Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3840@04","NAACCR","Gleason score 4","NAACCR Value","maps to","c-Gleason-Score-<=6","Cancer Modifier","Clinical Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3840@05","NAACCR","Gleason score 5","NAACCR Value","maps to","c-Gleason-Score-<=6","Cancer Modifier","Clinical Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3840@06","NAACCR","Gleason score 6","NAACCR Value","maps to","c-Gleason-Score-<=6","Cancer Modifier","Clinical Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3840@07","NAACCR","Gleason score 7","NAACCR Value","maps to","c-Gleason-Score-7","Cancer Modifier","Clinical Gleason Score 7","Staging/Grading","2022-08-28","2099-12-31",""
"3840@08","NAACCR","Gleason score 8","NAACCR Value","maps to","c-Gleason-Score-8","Cancer Modifier","Clinical Gleason Score 8","Staging/Grading","2022-08-28","2099-12-31",""
"3840@09","NAACCR","Gleason score 9","NAACCR Value","maps to","c-Gleason-Score-9","Cancer Modifier","Clinical Gleason Score 9","Staging/Grading","2022-08-28","2099-12-31",""
"3840@10","NAACCR","Gleason score 10","NAACCR Value","maps to","c-Gleason-Score-10","Cancer Modifier","Clinical Gleason Score 10","Staging/Grading","2022-08-28","2099-12-31",""
"3840@X7","NAACCR","No needle core biopsy/TURP performed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3840@X8","NAACCR","Not applicable: Information not collected for this case|(If this information is required by your standard setter, use of code X8 may result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3840@X9","NAACCR","Not documented in medical record|Gleason Score Clinical not assessed or unknown if assessed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3841@02","NAACCR","Gleason score 2","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3841@03","NAACCR","Gleason score 3","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3841@04","NAACCR","Gleason score 4","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3841@05","NAACCR","Gleason score 5","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3841@06","NAACCR","Gleason score 6","NAACCR Value","maps to","p-Gleason-Score-<=6","Cancer Modifier","Pathological Gleason Score <=6","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"3841@07","NAACCR","Gleason score 7","NAACCR Value","maps to","p-Gleason-Score-7","Cancer Modifier","Pathological Gleason Score 7","Staging/Grading","2022-08-28","2099-12-31",""
"3841@08","NAACCR","Gleason score 8","NAACCR Value","maps to","p-Gleason-Score-8","Cancer Modifier","Pathological Gleason Score 8","Staging/Grading","2022-08-28","2099-12-31",""
"3841@09","NAACCR","Gleason score 9","NAACCR Value","maps to","p-Gleason-Score-9","Cancer Modifier","Pathological Gleason Score 9","Staging/Grading","2022-08-28","2099-12-31",""
"3841@10","NAACCR","Gleason score 10","NAACCR Value","maps to","p-Gleason-Score-10","Cancer Modifier","Pathological Gleason Score 10","Staging/Grading","2022-08-28","2099-12-31",""
"3841@X7","NAACCR","No prostatectomy done","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3841@X8","NAACCR","Not applicable: Information not collected for this case|(If this information is required by your standard setter, use of code X8 may result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3841@X9","NAACCR","Not documented in medical record|Gleason Score Pathological not assessed or unknown if assessed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3842@10","NAACCR","Tertiary pattern 1","NAACCR Value","maps to","Gleason-Tertiary_Pattern_Grade-1","Cancer Modifier","Gleason Tertiary Pattern Grade 1","Staging/Grading","2022-08-28","2099-12-31",""
"3842@20","NAACCR","Tertiary pattern 2","NAACCR Value","maps to","Gleason-Tertiary_Pattern_Grade-2","Cancer Modifier","Gleason Tertiary Pattern Grade 2","Staging/Grading","2022-08-28","2099-12-31",""
"3842@30","NAACCR","Tertiary pattern 3","NAACCR Value","maps to","Gleason-Tertiary_Pattern_Grade-3","Cancer Modifier","Gleason Tertiary Pattern Grade 3","Staging/Grading","2022-08-28","2099-12-31",""
"3842@40","NAACCR","Tertiary pattern 4","NAACCR Value","maps to","Gleason-Tertiary_Pattern_Grade-4","Cancer Modifier","Gleason Tertiary Pattern Grade 4","Staging/Grading","2022-08-28","2099-12-31",""
"3842@50","NAACCR","Tertiary pattern 5","NAACCR Value","maps to","Gleason-Tertiary_Pattern_Grade-5","Cancer Modifier","Gleason Tertiary Pattern Grade 5","Staging/Grading","2022-08-28","2099-12-31",""
"3842@X7","NAACCR","No prostatectomy/autopsy performed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3842@X8","NAACCR","Not applicable: Information not collected for this case|(If this information is required by your standard setter, use of code X8 may result in an edit error.)","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"3842@X9","NAACCR","Not documented in medical record|Gleason Tertiary Pattern not assessed or unknown if assessed","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"adnexa_uterine_other@3843@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"adnexa_uterine_other@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"adnexa_uterine_other@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"adnexa_uterine_other@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"adnexa_uterine_other@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"adrenal_gland@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"adrenal_gland@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"adrenal_gland@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"adrenal_gland@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"adrenal_gland@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"adrenal_gland@3843@H","NAACCR","HG: High grade (>20 mitosis per 50 HPF)","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"adrenal_gland@3843@L","NAACCR","LG: Low grade (≤20 mitoses per 50 HPF)","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"ampulla_vater@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"ampulla_vater@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"ampulla_vater@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"ampulla_vater@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"anus@3843@1","NAACCR","G1: Well differentiated (low grade)","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"anus@3843@2","NAACCR","G2: Moderately differentiated (low grade)","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"anus@3843@3","NAACCR","G3: Poorly differentiated (high grade)","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"anus@3843@4","NAACCR","G4: Undifferentiated (high grade)","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"anus@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"anus@3843@H","NAACCR","Stated as ""high grade"" NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"anus@3843@L","NAACCR","Stated as ""low grade"" NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"appendix@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"appendix@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"appendix@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"appendix@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bile_ducts_distal@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_distal@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_distal@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_distal@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bile_ducts_intrahepat@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_intrahepat@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_intrahepat@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_intrahepat@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bile_ducts_perihilar@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_perihilar@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_perihilar@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"bile_ducts_perihilar@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"biliary_other@3843@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"biliary_other@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"biliary_other@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"biliary_other@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"biliary_other@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"bladder@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"bladder@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"bladder@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"bladder@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bladder@3843@H","NAACCR","HG: High-grade","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"bladder@3843@L","NAACCR","LG: Low-grade","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"bone_appendicular_skeleton@3843@1","NAACCR","G1: Well differentiated, low grade","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_appendicular_skeleton@3843@2","NAACCR","G2: Moderately differentiated, high grade","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_appendicular_skeleton@3843@3","NAACCR","G3: Poorly differentiated, high grade","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_appendicular_skeleton@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bone_appendicular_skeleton@3843@H","NAACCR","Stated as ""high grade"" only","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"bone_pelvis@3843@1","NAACCR","G1: Well differentiated, low grade","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_pelvis@3843@2","NAACCR","G2: Moderately differentiated, high grade","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_pelvis@3843@3","NAACCR","G3: Poorly differentiated, high grade","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_pelvis@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bone_pelvis@3843@H","NAACCR","Stated as ""high grade"" only","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"bone_spine@3843@1","NAACCR","G1: Well differentiated, low grade","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_spine@3843@2","NAACCR","G2: Moderately differentiated, high grade","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_spine@3843@3","NAACCR","G3: Poorly differentiated, high grade","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"bone_spine@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"bone_spine@3843@H","NAACCR","Stated as ""high grade"" only","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"brain@3843@1","NAACCR","WHO Grade I : Circumscribed tumors of low proliferative potential associated with the possibility of cure following resection","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"brain@3843@2","NAACCR","WHO Grade II: Infiltrative tumors with low proliferative potential with increased risk of recurrence","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"brain@3843@3","NAACCR","WHO Grade III: Tumors with histologic evidence of malignancy, including nuclear atypia and mitotic activity, associated with an aggressive clinical course","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
