mapping notes,item_number,section,naaccr_variable_code,naaccr_variable_name,Cancer Modifier Mapping,Map Measurement? (assumes Value) ,Maps To,new_concept,Athena URL,Already Done/,naaccr_variable_domain,concept_class_id,naaccr_variable_standard_concept,naaccr_item_start_date,naaccr_item_end_date,naaccr_item_400_parent,naaccr_item_522_parent,naaccr_variable_date,naaccr_variable_parent,naaccr_value_code,naaccr_value_name,naaccr_variable_domain-2,concept_class_id-2,naaccr_value_standard_concept
,2880,Stage/Prognostic Factors,intracranial_gland@2880,World Health Organization (WHO) Grade Classification,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,intracranial_gland@2880@988,"Not applicable: Information not collected for this case|(If this item is required by your standard setter, use of code 988 will result in an edit error.)",Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,intracranial_gland@2880,World Health Organization (WHO) Grade Classification,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,intracranial_gland@2880@998,No histologic examination of primary site,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,intracranial_gland@2880,World Health Organization (WHO) Grade Classification,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,intracranial_gland@2880@999,Not documented in medical record|Unknown; WHO grade not stated,Meas Value,NAACCR Value,
concept granularity lost,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@010,Low grade urothelial carcinoma,Meas Value,NAACCR Value,S
concept granularity lost,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@020,High grade urothelial carcinoma,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@888,OBSOLETE DATA CONVERTED V0200 |See code 988||Not applicable for this site,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@987,Not applicable: Not a urothelial morphology,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@988,"Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul",Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@998,No pathologic examination of primary site,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,kidney_renal_pelvis@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,kidney_renal_pelvis@2880@999,Unknown WHO/ISUP grade|Not documented in patient record,Meas Value,NAACCR Value,
concept granularity lost,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634371,,https://athena.ohdsi.org/search-terms/terms/1634371,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@010,Specified as Grade 1 [of 3],Meas Value,NAACCR Value,S
concept granularity lost,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634752,,https://athena.ohdsi.org/search-terms/terms/1634752,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@020,Specified as Grade 2 [of 3],Meas Value,NAACCR Value,S
concept granularity lost,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1633749,,https://athena.ohdsi.org/search-terms/terms/1633749,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@030,Specified as Grade 3 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@100,"Grade stated as low grade, NOS",Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@200,"Grade stated as high grade, NOS",Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@888,OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@988,"Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul",Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@998,No histologic examination of primary site,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,peritoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,peritoneum@2880@999,Unknown or no information|Not documented in patient record,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634371,,https://athena.ohdsi.org/search-terms/terms/1634371,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@010,Specified as Grade 1 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634752,,https://athena.ohdsi.org/search-terms/terms/1634752,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@020,Specified as Grade 2 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1633749,,https://athena.ohdsi.org/search-terms/terms/1633749,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@030,Specified as Grade 3 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@100,"Grade stated as low grade, NOS",Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@200,"Grade stated as high grade, NOS",Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@888,OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@988,"Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul",Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@998,No histologic examination of primary site,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,retroperitoneum@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,retroperitoneum@2880@999,Unknown or no information|Not documented in patient record,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634371,,https://athena.ohdsi.org/search-terms/terms/1634371,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@010,Specified as Grade 1 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634752,,https://athena.ohdsi.org/search-terms/terms/1634752,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@020,Specified as Grade 2 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1633749,,https://athena.ohdsi.org/search-terms/terms/1633749,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@030,Specified as Grade 3 [of 3],Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@100,"Grade stated as low grade, NOS",Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@200,"Grade stated as high grade, NOS",Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@888,OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this schema,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@988,"Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul",Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@998,No histologic examination of primary site,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,soft_tissue@2880,Grade for Sarcomas,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue@2880@999,Unknown or no information|Not documented in patient record,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@010,Low grade urothelial carcinoma,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@020,High grade urothelial carcinoma,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@888,OBSOLETE DATA CONVERTED V0200 |See code 988||Not applicable for this site,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@987,Not applicable: Not a urothelial morphology,Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@988,"Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul",Meas Value,NAACCR Value,
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@998,No pathologic examination of primary site,Meas Value,NAACCR Value,S
,2880,Stage/Prognostic Factors,urethra@2880,WHO/ISUP Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@2880@999,Unknown WHO/ISUP grade|Not documented in patient record,Meas Value,NAACCR Value,
concept granularity lost,2900,Stage/Prognostic Factors,melanoma_conjunctiva@2900,Grade - Melanoma Origin,Cancer Modifier: Grade?,,1634752,,https://athena.ohdsi.org/search-terms/terms/1634752,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,melanoma_conjunctiva@2900@020,Grade 2 |Primary acquired melanosis (PAM) with cellular atypia (epithelial disease only)|Confined to epithelium,Meas Value,NAACCR Value,S
concept granularity lost,2900,Stage/Prognostic Factors,melanoma_conjunctiva@2900,Grade - Melanoma Origin,Cancer Modifier: Grade?,,1633749,,https://athena.ohdsi.org/search-terms/terms/1633749,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,melanoma_conjunctiva@2900@030,Grade 3 |PAM with epithelial cellular atypia and invasive melanoma,Meas Value,NAACCR Value,S
concept granularity lost,2900,Stage/Prognostic Factors,melanoma_conjunctiva@2900,Grade - Melanoma Origin,Cancer Modifier: Grade?,,1635792,,https://athena.ohdsi.org/search-terms/terms/1635792,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,melanoma_conjunctiva@2900@040,Grade 4 |De novo malignant melanoma,Meas Value,NAACCR Value,S
,2900,Stage/Prognostic Factors,melanoma_conjunctiva@2900,Grade - Melanoma Origin,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,melanoma_conjunctiva@2900@888,OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this site,Meas Value,NAACCR Value,
,2900,Stage/Prognostic Factors,melanoma_conjunctiva@2900,Grade - Melanoma Origin,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,melanoma_conjunctiva@2900@988,"Not applicable: Information not collected for this site-specific factor|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of co",Meas Value,NAACCR Value,
,2900,Stage/Prognostic Factors,melanoma_conjunctiva@2900,Grade - Melanoma Origin,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,melanoma_conjunctiva@2900@998,No pathologic examination of primary site tumor,Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,1635479,,https://athena.ohdsi.org/search-terms/terms/1635479,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@000,Tumor Regression Grade 0|Complete response: No viable cancer cells|No residual tumor,Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,1635394,,https://athena.ohdsi.org/search-terms/terms/1635394,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@010,Tumor Regression Grade 1|Moderate response: Single cells or small groups of cancer cells,Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,1634517,,https://athena.ohdsi.org/search-terms/terms/1634517,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@020,Tumor Regression Grade 2|Minimal response: Residual cancer outgrown by fibrosis,Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,1634617,,https://athena.ohdsi.org/search-terms/terms/1634617,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@030,Tumor Regression Grade 3|Poor response: Minimal or no tumor kill; extensive residual cancer,Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@888,OBSOLETE DATA CONVERTED V0200|See code 988||Not applicable for this site.,Meas Value,NAACCR Value,
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@988,"Not applicable: Information not collected for this case|(May include cases converted from code 888 used in CSv1 for """"Not applicable"""" or when the item was not collected. If this item is required to derive T, N, M, or any stage, use of code 988 may resul",Meas Value,NAACCR Value,
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@990,"Response present, but degree of response not further described",Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@998,No preoperative treatment or no resection of primary site after preoperative treatment,Meas Value,NAACCR Value,S
,2920,Stage/Prognostic Factors,colon@2920,Tumor Regression Grade,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,colon@2920@999,Unknown or no information|Not documented in patient record,Meas Value,NAACCR Value,
,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@000,OBSOLETE DATA RETAINED V0200 |Test not done (test was not ordered and was not performed),Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@011,"OBSOLETE DATA RETAINED V0200||Primary pattern 1, secondary pattern 1",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@012,"OBSOLETE DATA RETAINED V0200||Primary pattern 1, secondary pattern 2",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@013,"OBSOLETE DATA RETAINED V0200||Primary pattern 1, secondary pattern 3",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@014,"OBSOLETE DATA RETAINED V0200||Primary pattern 1, secondary pattern 4",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@015,"OBSOLETE DATA RETAINED V0200||Primary pattern 1, secondary pattern 5",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635621,,https://athena.ohdsi.org/search-terms/terms/1635621,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@019,"OBSOLETE DATA RETAINED V0200||Primary pattern 1, secondary pattern 9",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@021,"OBSOLETE DATA RETAINED V0200||Primary pattern 2, secondary pattern 1",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@022,"OBSOLETE DATA RETAINED V0200||Primary pattern 2, secondary pattern 2",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@023,"OBSOLETE DATA RETAINED V0200||Primary pattern 2, secondary pattern 3",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635297,,https://athena.ohdsi.org/search-terms/terms/1635297,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@024,"OBSOLETE DATA RETAINED V0200||Primary pattern 2, secondary pattern 4",Meas Value,NAACCR Value,
concept granularity lost,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,1635467,,https://athena.ohdsi.org/search-terms/terms/1635467,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@025,"OBSOLETE DATA RETAINED V0200||Primary pattern 2, secondary pattern 5",Meas Value,NAACCR Value,
,2920,Stage/Prognostic Factors,prostate@2920,OBSOLETE - Gleason's Primary Pattern and Secondary Pattern Value,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,prostate@2920@029,"OBSOLETE DATA RETAINED V0200||Primary pattern 2, secondary pattern unknown",Meas Value,NAACCR Value,
